,DateTime,Open,High,Low,Close
0,2022-07-19 13:30:00,12061.25,12080.75,12047.25,12054.5
1,2022-07-19 13:31:00,12055.0,12072.75,12050.75,12053.75
2,2022-07-19 13:32:00,12054.5,12066.25,12041.0,12056.0
3,2022-07-19 13:33:00,12055.75,12069.0,12043.5,12057.0
4,2022-07-19 13:34:00,12056.5,12070.0,12042.0,12042.0
5,2022-07-19 13:35:00,12043.0,12052.75,12032.25,12039.75
6,2022-07-19 13:36:00,12038.75,12041.5,12018.0,12033.75
7,2022-07-19 13:37:00,12034.5,12046.25,12022.75,12034.5
8,2022-07-19 13:38:00,12035.5,12048.75,12029.0,12033.25
9,2022-07-19 13:39:00,12033.25,12033.75,12020.5,12030.5
10,2022-07-19 13:40:00,12031.0,12043.25,12025.5,12033.5
11,2022-07-19 13:41:00,12034.25,12036.5,12011.5,12024.25
12,2022-07-19 13:42:00,12024.0,12033.25,12007.0,12007.25
13,2022-07-19 13:43:00,12007.5,12018.5,12001.0,12016.25
14,2022-07-19 13:44:00,12015.5,12021.0,12009.0,12020.5
15,2022-07-19 13:45:00,12020.0,12025.75,12002.5,12008.0
16,2022-07-19 13:46:00,12007.75,12010.0,11995.75,12002.5
17,2022-07-19 13:47:00,12001.75,12009.25,11993.0,12007.0
18,2022-07-19 13:48:00,12007.0,12016.25,12005.5,12013.0
19,2022-07-19 13:49:00,12013.5,12019.75,12006.25,12009.0
20,2022-07-19 13:50:00,12008.75,12020.0,12005.75,12017.25
21,2022-07-19 13:51:00,12017.25,12018.25,12003.0,12007.25
22,2022-07-19 13:52:00,12006.75,12018.5,12000.5,12016.75
23,2022-07-19 13:53:00,12015.75,12030.75,12012.25,12028.5
24,2022-07-19 13:54:00,12028.75,12034.0,12020.75,12029.75
25,2022-07-19 13:55:00,12029.25,12044.0,12021.75,12041.25
26,2022-07-19 13:56:00,12041.0,12047.25,12036.75,12036.75
27,2022-07-19 13:57:00,12037.0,12055.0,12036.0,12051.75
28,2022-07-19 13:58:00,12052.0,12071.25,12050.5,12068.75
29,2022-07-19 13:59:00,12068.5,12074.75,12062.75,12066.5
30,2022-07-19 14:00:00,12066.75,12069.5,12055.25,12057.25
31,2022-07-19 14:01:00,12057.5,12059.25,12047.5,12054.0
32,2022-07-19 14:02:00,12054.25,12063.25,12051.25,12061.5
33,2022-07-19 14:03:00,12061.25,12066.0,12053.75,12060.25
34,2022-07-19 14:04:00,12060.25,12064.0,12044.25,12051.75
35,2022-07-19 14:05:00,12051.5,12051.5,12030.0,12031.25
36,2022-07-19 14:06:00,12032.25,12032.25,12012.25,12020.5
37,2022-07-19 14:07:00,12020.0,12023.25,12014.5,12021.75
38,2022-07-19 14:08:00,12022.0,12026.25,12018.75,12022.0
39,2022-07-19 14:09:00,12023.0,12037.0,12022.25,12036.0
40,2022-07-19 14:10:00,12036.0,12037.75,12024.25,12030.5
41,2022-07-19 14:11:00,12030.75,12047.75,12029.25,12047.0
42,2022-07-19 14:12:00,12047.5,12064.0,12042.25,12061.25
43,2022-07-19 14:13:00,12062.5,12071.75,12050.25,12060.0
44,2022-07-19 14:14:00,12060.25,12061.25,12041.0,12047.75
45,2022-07-19 14:15:00,12048.0,12048.0,12025.5,12026.5
46,2022-07-19 14:16:00,12026.75,12032.5,12017.0,12027.5
47,2022-07-19 14:17:00,12027.0,12037.75,12025.25,12032.75
48,2022-07-19 14:18:00,12033.5,12036.5,12025.25,12033.25
49,2022-07-19 14:19:00,12033.5,12037.0,12027.25,12031.0
50,2022-07-19 14:20:00,12030.75,12042.5,12027.25,12037.0
51,2022-07-19 14:21:00,12036.5,12063.0,12036.25,12055.5
52,2022-07-19 14:22:00,12055.5,12058.0,12047.75,12050.25
53,2022-07-19 14:23:00,12050.25,12054.25,12046.25,12053.75
54,2022-07-19 14:24:00,12053.75,12056.5,12047.25,12048.25
55,2022-07-19 14:25:00,12048.25,12060.25,12045.25,12055.75
56,2022-07-19 14:26:00,12056.25,12080.25,12056.25,12077.75
57,2022-07-19 14:27:00,12078.25,12088.75,12078.25,12082.5
58,2022-07-19 14:28:00,12082.75,12094.75,12080.0,12088.25
59,2022-07-19 14:29:00,12088.5,12095.5,12082.25,12085.5
60,2022-07-19 14:30:00,12085.5,12099.25,12082.75,12093.0
61,2022-07-19 14:31:00,12095.25,12096.25,12089.0,12089.75
62,2022-07-19 14:32:00,12090.0,12090.75,12083.5,12087.5
63,2022-07-19 14:33:00,12087.25,12088.0,12079.75,12087.0
